sentence,label
　　227、自己选择的路跪着也要把它走完。,1
梦想有时候会改变，但也能找到新的方向。,2
最近工作压力好大，感觉快要撑不下去了。,0
今天的天气又阴沉又冷，让我觉得无法忍受。,0
平淡的生活也有其美好之处，需要我们去发现。,2
　　189、微笑拥抱每一天，做像向日葵般温暖的女子。,1
　　60、这个世界不会因为你的付出就必须给予回报，也不会因为你以怎样的方式对待别人，就要求他人同等对待你。人活在这世上，最难的就是持续一份谦卑和平和，而这份谦卑，来源于内心的真诚和踏实的努力。,1
“绝绝子”的一天，心情美美哒！,1
94. 用心去关爱身边的人，用爱心去温暖这个世界。,1
　　7、路难行，行路难，一身汗水，满心长。脚下百里路，头顶艳阳天。坚定如磐石，信念似火烧。好男儿，人穷志不缺，天道也酬勤。四方走，走四方，一身是胆，豪气壮。前方坎坷途，千难万般阻。心若有明灯，身似般若行。好男儿，大志存高远，四海皆为家。,1
我的房间太乱了。,0
无语,0
让我们一起“干饭”，享受美食带来的快乐！,1
用积极的心态面对困难，你会发现自己的潜力。,1
　　269、如果，人生没有缺憾，我不会诉说伤痕。人生路上，一切都得靠自己靠自己的理解，靠自己的意志，靠自己的追求，人生是一张单程的车票，一去无返，我们能做的只有不断努力，我们能依靠的只有自己。,1
被人偷拍了，隐私都被侵犯了。,0
40. 每一次困难都是为了让我们变得更加坚强，更加勇敢。,1
坚持努力的人，终将迎来成功的曙光。,1
15. 周末和家人一起出游，享受大自然的美景，真是开心极了。,1
他通常坐地铁上班,2
公园里的草坪是野餐和放风筝的好地方。,1
　　31、人既不是天使，又不是禽兽；但不幸就在于想表现为天使的人却表现为禽兽。,1
　　151、认真做人，踏实做事！,1
　　86、要成功，就要长期等待而不焦躁，态度从容却持续敏锐，不怕挫折且充满希望。,1
无语,0
用一颗感恩的心去面对生活，你会发现它更加美好。,1
　　95、当走过了以前隐忍的年月再回首时，我才发现，以前觉得难以启齿的往事，都但是是沧海一粟，生命给予我的，不是那些艰难，而是成长，是学会举重若轻，是将以前无法释怀的那些过往，统统放下。,1
那位艺术家的画作充满了创意，让人眼前一亮。,1
　　128、这一秒不放弃，下一秒就有希望！坚持下去才可能成功！,1
这个APP总是闪退，用起来太糟心了。,0
用爱心对待他人，会让世界更加美好。,1
电视节目太无聊，看来看去都是广告。,0
我的老板批评了我。,0
　　34、成功的信念在人脑中的作用就如闹钟，会在你需要时将你唤醒。,1
"5. ""人生就像一场马拉松，不在于速度，而在于坚持。""这是我的人生信条。",1
任务已添加,2
用心去聆听，你会发现世界在向你诉说。,1
社会上存在一些问题，但也有人在努力改变。,2
积极的态度能够创造出更多的可能性。,1
我的未来充满了不确定性，让我感到十分恐惧。,0
“摆烂”只是短暂的逃避，但别忘了还有“逆袭”的机会。,1
生活中充满了痛苦和挣扎。,0
6. 嘿，别放弃哦，你永远不知道下一秒会发生什么惊喜！,1
在困难面前保持乐观，会发现生活的美好。,1
车子抛锚在半路，真是倒霉透顶。,0
地球家园被破坏，感到无能为力。,0
我相信自己的未来会更加美好，因为我正在努力奋斗，追求自己的梦想！,1
看到那个孩子露出了笑容，我也跟着开心起来。,1
无论生活多么“内卷”，都要保持一颗“感恩”的心。,1
　　168、生存是人类第一要务，而快乐却是生存的唯一原则。快乐是一个人心灵和精神所表现出来的满足，是最最纯洁和高尚的享受。,1
每一次尝试都是向梦想迈出的一步。,1
积极的态度能够创造出更多的可能性。,1
这家酒店的隔音效果太差，晚上都没法好好休息。,0
　　95、当走过了以前隐忍的年月再回首时，我才发现，以前觉得难以启齿的往事，都但是是沧海一粟，生命给予我的，不是那些艰难，而是成长，是学会举重若轻，是将以前无法释怀的那些过往，统统放下。,1
坚持努力的人，终将迎来成功的曙光。,1
无论遇到什么困难，都要坚信自己的力量。,1
　　221、世界太大，生命这样短。要把它过得尽量像自己想要的那个样貌。,1
　　270、只做第一个我，不做第二个谁。,1
邻居家的小狗非常可爱，每次看到它都让人心情愉悦。,1
信心是通往成功的桥梁，让我们勇敢前行。,1
126. 我的脚崴了，走路都一瘸一拐的。,0
43. 相信自己的选择，因为它们会引领你走向成功的道路。,1
我知道自己的未来会更加美好，因为我正在努力奋斗，追逐属于自己的梦想！,1
旅行中的住宿条件太差，都没法好好休息。,0
我的计划被打乱了。,0
今天的困难只是暂时的，我有足够的勇气和智慧去面对它们！,1
我的宠物走失了。,0
　　284、要成功，就要长期等待而不焦躁，态度从容却持续敏锐，不怕挫折且充满希望。,1
我的喉咙痛。,0
用心感受生活的美好，会让心情愉悦。,1
每一次努力都是一次积累，终将会有收获。,1
每一次微笑都是对生活最美好的回应。,1
哎呀，我的手机屏幕又碎了，换屏真贵啊！,0
诚信似乎在这个社会已经不再重要。,0
　　36、坚持自己的梦想，即使没有翅膀也能飞翔。,1
勇敢迈出第一步，成功就在前方等待着你。,1
路上堵车，又得迟到，烦死了。,0
每一次微笑都是一种传递快乐的力量。,1
　　113、走过生命的逆旅，人世沧桑，总有人会莫名其妙的不认同你不喜欢你，这很正常，人生苦短，岁月岂能淹留？洒脱地应对人生，生命的色彩才能来得真实自然。其实洒脱从某种好处上说，就是对自我的一种超越。因为青春，我们奋进！因为青春，我们年轻，我们精力充沛，我们对任何事情都充满了好奇探索追求，我们不要后悔，不要老大徒伤悲，因为，我们抓紧分分秒秒，为了目标而奋进。青春，我们以夸父般的毅力，追求我们的梦，一朝又一朝，无怨无悔。,1
16. 一定要相信自己，因为你比你想象的更强大！,1
我觉得自己的人生一片迷茫，简直无法找到出路。,0
感恩的心让我们更加珍惜拥有的一切。,2
每一天都是新的开始，充满着无限的希望。,1
每天都过着枯燥乏味的生活，简直让我感到绝望。,0
“内卷”的时代，也要学会“佛系”生活。,1
被人恶意中伤，感到很委屈。,0
我每周去一次健身房,2
勇敢面对挑战，我们将获得更大的成长。,1
地球是圆的,2
38. 勇敢地迈出每一步，你会发现自己的潜力无限。,1
普通的性能。,2
那本书是旧书,2
不要害怕失败，因为它是成功的必经之路。,1
相信自己的选择，因为你有能力改变一切。,1
每一次努力都是一次成长，让我们更加坚强。,1
孩子成绩下滑，担心死了。,0
朋友之间的背叛让人痛不欲生。,0
"47. ""与其抱怨不公平，不如提升自己的能力。""我选择用自己的实力说话。",1
　　246、收获是怎样的？收获是完美的，是辛勤的，是愉快的，是自尊心的维护。但，成功是要付出代价的。每一个人都希望自己成功，自己能收获，但在这条路上要洒许多辛勤的汗水。,1
"3. ""梦想还是要有的，万一实现了呢？""我总是这样告诉自己，保持对未来的憧憬。",1
"50. ""与其等待机会，不如创造机会。""我主动出击，把握",1
　　190、真的算得勇敢的人是那个最了解人生的幸福和灾患，然后勇往直前，担当起将来会发生的事故的人。——伯利克里,1
59. 每一次尝试都是成长的机会，不要害怕失败。,1
坚持梦想，让我们的人生更加有意义。,1
他们住在附近,2
"37. ""不管前路多么艰难，都比站在原地更接近幸福。""我勇敢地迈出每一步。",1
我感觉自己的心灵已经受到了重创，简直无法挽回。,0
81. 勇敢地走出舒适区，迎接新的挑战和机遇。,1
普通。,2
收到你的来信，让我感到十分惊喜和期待，期待我们的未来合作！,1
　　66、我以前介意过很多事，介意你对我忽冷忽热，介意你离开我，而如今，我常说的一句话就是：你随意，我无所谓。,1
8. 每个人的出现都让世界变得更加丰富多彩。,1
71. 勇敢地去追求梦想，因为梦想是生命的动力。,1
“内卷”的时代，更要保持“佛系”心态。,1
与家人共度美好时光，让生活充满温馨。,1
我的理发器刀片不快了。,0
让我们一起“内卷”出更好的自己，但别忘了“佛系”生活。,1
无论“内卷”多严重，都要保持一颗“积极”的心。,1
这是一张照片,2
在每个结束中，都有一个新的开始等待着我们。,1
　　96、生活总是千变万化，总有那么多不如意，总有那么多不顺心，只要自己坚守自己的理想，就不会被打倒，再大的风浪阻挡不了我们前进的方向，坚持就是胜利，无论怎样，都不认输。,1
130. 我感到孤独无助，需要朋友和家人的支持。,0
每一次“尝试”，都是对自我的一种挑战。,1
　　37、知道初恋与最后的恋爱的区别吗？初恋就是，你觉得这个是最后的恋爱，而最后的恋爱是，你觉得这才是初恋。,1
建筑工地噪音扰民，居民投诉无果。,0
对待他人的善良和尊重会回报到我们自己身上。,1
心怀感恩，生活会因此更加丰富多彩。,1
最近真是太忙了，都没时间陪家人和朋友。,0
学校的运动会开幕式上，表演很精彩，观众们都为之欢呼。,1
6. 孩子们的笑声总是那么纯真，让人心情愉悦。,1
　1、有目标的人生才有方向有规划的人生才更精彩。,1
我的电脑突然死机了。,0
88. 勇敢地面对每一个困难，因为你比想象中更加坚强。,1
那位艺术家的画作充满了创意，让人眼前一亮。,1
文件已上传,2
　　178、不好对挫折叹气，姑且把这一切看成是在你成大事之前，务必经受的准备工作。,1
相信自己的选择，因为你知道自己最适合什么。,1
20. 公园的湖面上，一群鸭子悠闲地游着，画面很和谐。,1
勇敢面对挑战，我们的人生将更加精彩。,1
我觉得自己的生活一团糟，根本找不到出路。,0
总是遇到自私的人，对人性感到失望。,0
　　13、最常见的勇气就是在日常生活中做到诚实和正直，能够抵制诱惑，敢于讲真话，表现自我真实的一面，而不好虚伪造作。,1
天气很热,2
今天的午餐很美味，大家都吃得津津有味。,1
学校的志愿者活动很有意义，大家都积极参与其中。,1
67. 在困难面前保持乐观，因为乐观是战胜困难的力量。,1
学校的教学设施老旧，影响学生学习。,0
感恩的心让我们更加快乐。,1
生活中有一些遗憾，但也只能接受。,2
　　15、很想和你拥有一个很长很长的未来，很想和你得到所有人的祝福，很想陪你走完你的一生，彼此温暖，互不辜负。,1
旅行计划泡汤了，心情跌到谷底。,0
143. 我的.project失败了，感觉自己是个失败者。,0
电费又涨了，生活成本越来越高。,0
69. 每一次挑战都是成长的机会，不要害怕面对它。,1
这个项目的失败让我感到十分沮丧，觉得自己一事无成。,0
照片是黑白的,2
生活中有一些遗憾，但也只能接受。,2
每一次尝试都是一次学习，每一次学习都让我们更接近成功。,1
75. 这家餐厅的食物味道让人难以接受，简直是浪费钱。,0
我们明天有会议,2
学习成绩一般，但还有提升的空间。,2
　　137、把别人看得太重，结果在别人眼里自己什么都不是。,1
　　156、人生就像弈棋，一步失误，全盘皆输，这是令人悲哀之事；而且人生还不如弈棋，不可能再来一局，也不能悔棋。,1
城市绿化覆盖率低，影响空气质量。,0
我觉得自己的未来一片黑暗，简直无法想象。,0
勇敢面对挑战，我们将获得更大的成长。,1
这家酒店的卫生条件太差，床单都是脏的。,0
我感觉自己的生活一团糟，简直就像是在黑暗中挣扎。,0
我觉得自己的生活一团糟，简直就像是一场噩梦。,0
　　162、人生是苦短的，没必要和生活过于计较，学会理解残缺，是人生的成熟。人无完人，缺憾是人生的常态。那份恬淡就像轻轻走过的岁月，不染风尘，心若简单纯净，则万物皆美。心泉清，清而远，远而豁达，豁达以至远。,1
　　68、待人对事不要太计较，如果太计较就会有悔恨！,1
坚持自己的信念，不要被外界的诱惑所动摇。,1
我的膝盖受伤了。,0
公园里的花儿竞相开放，五彩斑斓，美丽极了。,1
　　274、天再高又怎样，踮起脚尖就更接近阳光。,1
19. 邻居家的孩子考上了名牌大学，真是一件喜事。,1
健康的生活方式让我们更加快乐。,1
买的衣服洗了一次就褪色了，质量太差。,0
每一份“努力”，都会化为成功的动力。,1
26. 坚持不懈的努力终将获得回报，让我们一起努力前行。,1
　　21、这是个现实的社会，感情不能当饭吃，贫穷夫妻百事哀。不要相信电影，那只是个供许多陌生人喧嚣情感的场所。,1
心怀感恩，生活会因此更加丰富多彩。,1
会议还在进行,2
挑战似乎永无止境，让人感到绝望。,0
驾照考试没过，白费了那么多时间。,0
对待生活，要怀着感恩的心态，会更加快乐。,1
　　120、从不奢求生活能给予我最好的，只是执着于寻求最适合我的！,1
最近工作压力好大，感觉快要撑不下去了。,0
　　80、当世界给草籽重压时，它总会用自己的方法破土而出。,1
25. 用感恩的心态去面对生活，你会发现它更美好。,1
朋友的支持是我们前进的动力。,1
“绝绝子”的穿搭，总能展现你的独特品味。,1
勇敢面对挑战，我们的人生将更加精彩。,1
书店的店员态度很好，总是能给出合适的推荐。,1
　　292、生活总是两难，再多执着，再多不肯，最终不得不学会理解。从哭着控诉，到笑着对待，到头来，但是是一场随遇而安。,1
"8. ""成功总是属于那些不断尝试的人。""我从不畏惧失败，因为它让我更接近成功。",1
每一次努力都值得我们骄傲，因为它们让我们成长。,1
心怀感激，我们将会发现生活中的无尽美好。,1
每一天都是新的开始，充满着无限的希望。,1
我的空调不工作了。,0
　　170、坚信就是强大，怀疑只会抑制潜质，而信仰就是力量。,1
每天都面对着无法解决的问题，简直让我感到绝望。,0
健康是人生最宝贵的财富。,1
90. 我的植物死了，我对自己的园艺技能感到失望。,0
"43. ""生活不是要等待暴风雨过去，而是要学会在雨中跳舞。""我在逆境中寻找乐趣。",1
那个地方很远,2
　　57、无论你是什么人，无论你为了什么，只要你生活在这世界上，就要对得起自己的青春，因为青春只是绽放到极致却又结束的太仓促的一段闹剧而已，所以直到世界的终结，去爱你该爱的，去做你该做的，去想你该想的。,1
信念的坚守需要勇气，但也值得。,2
健康的生活方式让我们更加自信。,1
图书馆里的书籍种类丰富，总能找到适合自己的读物。,1
电影院的音响效果太差，电影都看不下去。,0
坚持梦想，我们一定能实现。,1
今天的阳光明媚，让我感到无比的愉悦和活力！,1
42. 用心去感受生活的美好，你会发现幸福就在身边。,1
公园设施老化，游客体验差。,0
我的朋友突然对我冷淡起来，让我感到很失落。,0
不健康的生活习惯需要改变，但也来得及。,2
每一份“热爱”，都值得被尊重和珍惜。,1
诚信的缺失让人失去信任。,0
用善良的心情去面对世界，你将会收获更多的美好。,1
37. 用希望和勇气去迎接每一天的到来，把握生活的美好。,1
　　276、但细细地倾听那湖面上晚风送来的阵阵夜歌里，恐怕没有一个人会把天鹅动听的声音当成斯哑的鸭鸣。,1
84. 我的房子装修出了问题，装修公司还不愿意承担责任。,0
部分市民乱穿马路，存在安全隐患。,0
用爱心去关注身边的人，会让世界更加温暖。,1
坚持梦想，我们一定能实现。,1
56. 感恩生命中的每一个挑战，因为它们让你变得更加强大。,1
珍惜每一份友谊，让生活充满温暖。,1
　　94、一个真正的将军是拼出来的。,1
“凡尔赛”文学，也是生活的一种态度。,1
梦想破灭，感到一切努力都白费。,0
部分企业污染环境，影响周边居民生活。,0
乐观的心态能帮助我们克服一切困难。,1
我觉得自己的未来一片黑暗，简直无法想象。,0
这个小区的噪音太大，晚上都没法好好休息。,0
"11. ""与其等待机会，不如创造机会。""我主动出击，把握自己的人生。",1
这家公司的福利待遇太差，员工都干得不开心。,0
　　32、挫折会来，也会过去，跌倒了再爬起，失败了再努力，永远相信不管自己再平凡，都会拥有属于自己的幸福。,1
我感觉自己的生活一团糟，简直就像是在黑暗中挣扎。,0
地球家园需要我们的保护，每个人都有责任。,2
坚持追求梦想，你将创造属于自己的奇迹。,1
　　88、别小看任何人，越不起眼的人往往会做些让人想不到的事。,1
充满激情和信心，我们能够战胜一切困难。,1
在椅子下面,2
相信自己的选择，因为你有能力改变命运。,1
我的工作任务太重了。,0
她正在看书,2
保持一颗感恩的心，会让生活更加幸福美好。,1
这个价格还可以接受。,2
信念的坚守需要勇气，但也值得。,2
　　44、最好的诺言，是依约盛装莅临。而最迷人的诺言，是不管有没有结果，却能让一个人一辈子满心欢喜地等在路上。,1
我的宠物生病了，兽医说情况很严重，我简直不知所措。,0
18. 商场的打折活动真是实惠，买到了心仪已久的商品。,1
部分企业拖欠工资，员工权益受损。,0
用心去感受生活的美好，你会发现它无处不在。,1
路上有很多车,2
外观设计普通，没有特别之处。,2
我们在等车,2
坚持不懈的努力会开启通往梦想的大门。,1
任务已添加,2
我的搅拌机刀片钝了。,0
感恩的心让我们更加懂得珍惜。,2
　　217、看着很容易的事，实际上做起来往往是很不容易的。除了少许的天份之外，大多是靠努力得来的：三分天才，七分努力。是成功不变的法则，一个不愿或不肯努力的人，比起原地踏步，还要糟糕，所以你要好好的去把握一分一秒的时刻。,1
功能已启用,2
公园里的儿童游乐区总是热闹非凡，孩子们玩得不亦乐乎。,1
坚持自己的梦想，不要被他人的质疑所动摇。,1
健康的生活方式让我们更加快乐。,1
我相信每一次失败都是一次学习的机会，我会从中吸取经验，变得更加优秀！,1
与朋友分享快乐和困难，让友谊更加坚固。,1
每一次“挑战”，都是对自我的一种超越。,1
今天天气真糟糕。,0
这个设计还可以，不算太难看。,2
每一次坚持都在铸就成功的基石。,1
部分市民在公共场所乱涂乱画，破坏环境。,0
乐观的态度是战胜困难的关键。,1
相信自己，你就已经赢得了一半的胜利。,1
无论生活多么“内卷”，都要保持一颗“乐观”的心。,1
142. 我的宠物走失了，担心它在外面受苦。,0
4. 团队合作真是太棒了，大家齐心协力完成了任务。,1
我的喉咙痛。,0
健康的生活习惯让我们更加充满活力。,1
我感到孤独无助。,0
部分市民在公共场所大声喧哗，影响他人。,0
这家网店的东西质量太差，完全货不对板。,0
“绝绝子”的友情，陪伴我走过每一个难关。,1
　　175、孝顺是我们天性中必须的一部分，燕子尚知道反哺老燕，羊儿还知道跪谢哺乳恩，何况我们是万灵之长的人类。,1
这个项目的失败让我感到十分沮丧，觉得自己一事无成。,0
我的面试表现不佳。,0
我的烤面包机不加热了。,0
悲观的心态让人陷入消极的循环。,0
挑战是生活中不可避免的一部分，但也能让我们成长。,2
　　33、这个世界本就邋遢，所以没有什么可怕。每个人都有无法发泄的苦涩，都有无力排解的抑郁，而生活在那里的我们，哪一个不是拼尽全力，甚至不择手段地活着。,1
　　83、生活封锁了我们，只要我们的心不苦死，生活便永远不是一汪死水，而我们，依然也会在生活中绽放最美的姿态。人生最痛苦的时刻，莫过于在人生已经不可能回头的时候，对自己的一生感到后悔，赢了全世界却输了自己。,1
信念让我们勇往直前。,1
我的手机屏幕摔碎了。,0
窗户是开着的,2
乐观的态度是战胜困难的关键。,1
“凡尔赛”一下，其实我也很享受平淡的生活。,1
　　277、想想过去的艰难日子，对此刻的生活就应知足了，这叫不忘本，也叫知足者常乐；展望未来，又不能满足，不能止步不前，要向更高的生活目标前进。,1
86. 我的咖啡机坏了，早上没有咖啡让我昏昏欲睡。,0
表现平平，不好不坏。,2
被人偷拍了，隐私都被侵犯了。,0
每一次坚持都是我们成长的证明，让我们坚持不懈。,1
网络暴力事件频发，受害者心理受创。,0
每一次“摸鱼”的休息，都是为了更好地出发。,1
我的电动牙刷没电了。,0
我感觉自己的生活已经失去了意义，简直就像是一场噩梦。,0
我感到嫉妒他人。,0
让我们一起“破圈”，探索未知的领域。,1
114. 我的肩膀酸痛，可能是长时间工作姿势不对。,0
用心去感受生活的美好，你会发现更多的幸福。,1
每一次“种草”的好物，都带来满满的幸福感。,1
这家医院的医生诊断不准确，白花了那么多钱。,0
朋友之间的距离有时候会变化，但也能适应。,2
142. 我的宠物走失了，担心它在外面受苦。,0
市场监管不到位，导致假冒伪劣商品泛滥。,0
"38. ""人生就像一杯咖啡，苦中带甜。""我品味生活中的每一种味道。",1
　　279、把艰辛的劳作看作是生命的必然，即使没有收获的希望也心平气和的继续。,1
正常的表现。,2
这家医院的设备太落后，检查结果都不准确。,0
　　251、放弃一个深爱着的人是什么感觉？就像是一把大火烧了你住了很久的房子，你明知道那是你家，但再也回不去了。,1
　　78、幸福和幸运是需要代价的，天下没有免费的午餐！,1
132. 我感到焦虑不安，事情总是不如意。,0
爱是连接人心的纽带，让我们的世界更温暖。,1
感恩生活中的点滴美好，你会发现生活更加美好。,1
“绝绝子”的创意，让生活更加有趣。,1
地球家园需要我们的保护，每个人都有责任。,2
我的未来充满了希望和机遇，我相信自己能够创造出美好的明天！,1
我感觉自己的心灵已经受到了严重的伤害，简直无法愈合。,0
4. “不抛弃，不放弃”，无论遇到什么困难，我都会坚持下去。,1
虽然遇到了困难，但我相信我有足够的韧性和坚强去应对挑战！,1
　　62、每一天都冒出很多念头，那些不死的才叫做梦想。,1
操作已完成,2
每一次付出都会为未来的收获埋下种子。,1
地球家园需要我们的保护，每个人都有责任。,2
乐于助人，让我们的世界更加美好。,1
相信自己的选择，因为它们会为我们带来幸福。,1
20. 勇敢追求梦想，让生活充满可能性。,1
相信自己的实力，你将无所不能。,1
爱与善良是世界上最强大的力量。,1
即使遇到困难，我依然对生活充满热爱和希望，因为我知道困难只是暂时的！,1
"46. ""每一次努力的背后，必有加倍的赏赐。""我相信努力会有回报。",1
每一次努力都是向梦想迈进的一步。,1
车子抛锚在半路，真是倒霉透顶。,0
　　104、那个让你在最高兴的时候一想起就会立即变得难过，又或者在最悲伤的时候一想起就会扬起微笑的人，叫做遗憾。,1
昨晚跟朋友大吵了一架，心情到现在还没平复。,0
　　258、没有不老的誓言，没有不变的承诺，踏上旅途，义无反顾！,1
保持微笑，让生活充满阳光。,1
今天心情像“锦鲤附体”，好运连连，事事顺心！,1
拥抱希望，让生活充满光芒。,1
垃圾分类不当，导致环境污染加剧。,0
　　245、十几年的奋斗，给了我崭新的生活；十几年的奋斗，给了我冲向顶峰的动力。正如富强的中国一样，我，与许多不计辛劳的人，一起跨入梦想的殿堂。,1
　　282、没有钱没有经验没有阅历没有社会关系，这些都不可怕。没有钱，能够透过辛勤劳动去赚；没有经验，能够透过实践操作去总结；没有阅历，能够一步一步去积累；没有社会关系，能够一点一点去编织。但是，没有梦想没有思路才是最可怕的，才让人感到恐惧，很想逃避！,1
景区内摊贩占道经营，影响游客通行。,0
健康是人生最宝贵的财富。,1
　　134、嘴里说的人生，就是自己以后的人生。,1
拥有一颗感恩的心，会让生活更加丰富多彩。,1
　　164、既然人生的幕布已经拉开，就必须要用心的演出；既然脚步已经跨出，风雨坎坷也不能退步；既然我已把希望播在那里，就必须要坚持到胜利的谢幕……,1
学校的社团活动丰富多彩，让同学们可以展现自己的特长。,1
餐厅的服务态度太差，下次再也不去了。,0
我的音响效果不好。,0
每一次努力都是一次积累，终将会有收获。,1
微笑是心灵的阳光，照亮我们前行的路程。,1
面对挑战，有时候会感到无力，但也能够找到支持。,2
没什么感觉，一般。,2
我的自行车被偷了。,0
勇敢面对挑战，让人生更加精彩。,1
餐厅的食物太贵，性价比太低。,0
坚持梦想，让我们的人生更加有意义。,1
　　8、不是因为生活太现实，而对生活失望；而是知道生活太现实，所以更要用心的活下去。给自己一个拥抱。,1
101. 我的搅拌机刀片钝了，做料理变得困难。,0
　　288、宁愿跑起来被拌倒无数次，也不愿规规矩矩走一辈子。就算跌倒也要豪迈的笑。,1
挑战一个接一个，让人感到疲惫。,0
　　123、机会不是等来的，而是争取来的，就像吃饭，如果光等着吃别人送到你碗里的菜，你可能就吃不到自己想吃的菜。,1
乐于助人，让我们的世界更美好。,1
　　282、没有钱没有经验没有阅历没有社会关系，这些都不可怕。没有钱，能够透过辛勤劳动去赚；没有经验，能够透过实践操作去总结；没有阅历，能够一步一步去积累；没有社会关系，能够一点一点去编织。但是，没有梦想没有思路才是最可怕的，才让人感到恐惧，很想逃避！,1
生命中的每一个转折都是成长的机会。,1
书封面是硬皮的,2
　　251、放弃一个深爱着的人是什么感觉？就像是一把大火烧了你住了很久的房子，你明知道那是你家，但再也回不去了。,1
勇敢地面对挑战，因为你拥有战胜一切的力量。,1
我觉得自己的人生一片黑暗，看不到任何希望和出路。,0
产品将于下周上市,2
让我们一起“乘风破浪”，追求自己的梦想。,1
我知道自己的未来会更加美好，因为我正在努力追逐梦想，创造属于自己的幸福！,1
不断挑战自我，让我们不断成长。,1
我的网速太慢了。,0
信念破灭，不知道还能坚持多久。,0
我的鼻子不通气。,0
公交车发生火灾，乘客受伤。,0
　　90、微笑拥抱每一天，做像向日葵般温暖的女子。,1
健康的生活习惯让我们更加充满活力。,1
111. 我的指甲容易断裂，做家务都成了问题。,0
朋友的支持是我们前进的动力。,1
16. 一定要相信自己，因为你比你想象的更强大！,1
“emo”只是暂时的，快乐才是常态。,1
我知道自己的未来会更加美好，因为我正在努力追逐梦想，创造属于自己的幸福！,1
环境污染严重，地球家园越来越不美好。,0
这个杯子是陶瓷的,2
用一颗感恩的心去面对生活，你会发现它更加美好。,1
做一个有责任心的人，让社会更加和谐。,1
　　52、“人性一个最个性的弱点就是：在意别人如何看待自己。这一程，希望你活得烈马青葱，不为他人的目光所累。”,1
对待生活，保持一颗豁达的心态，会更快乐。,1
快乐是生活中最重要的财富之一。,1
1. 永远记得，每一次挑战都是为了让你更强大！,1
　　110、人生是一部学习奋斗史。岁月磋砣，我们羡慕于李白天生我材必有用的自信；倘徉于苏轼一潇烟雨任平生的洒脱；惊叹于爱迪生永不言败的毅力；骄傲于苏武生是大汉人，死是大汉鬼的爱国情怀。人生教授了我们的如何做人，如何处事。,1
我的健康状况越来越差，简直就像是生活在地狱中。,0
11. 看到街头的流浪猫找到了新家，真是太好了。,1
　　232、用行动开启完美，用智慧点亮人生，用信心激励自我，用勇气点燃活力，用执着守候成功，用发奋打造精彩，用奋斗创造辉煌，用拼搏开拓未来！,1
雨水倒灌，城市低洼地区出现内涝。,0
用感恩的心态去面对生活，会更加幸福。,1
网络暴力事件频发，受害者心理受创。,0
　　64、带着感恩的心启程，学会爱，爱父母，爱自己，爱朋友，爱他人。,1
49. 在每一个结束中，都蕴含着新的希望，让我们勇敢迎接。,1
104. 我的电动牙刷没电了，早上刷牙都不方便。,0
每一次失败都是一次宝贵的经验，值得珍惜。,1
公园里的音乐喷泉表演很精彩，吸引了很多人驻足观看。,1
用感恩的心态去面对生活，会更加幸福。,1
这个城市的环境真的很糟糕，污染严重，让人感到窒息。,0
用爱心去感知世界，你会发现生活更美好。,1
　　213、没有不老的誓言，没有不变的承诺，踏上旅途，义无反顾！,1
“人间清醒”的我们，懂得珍惜每一个当下。,1
每一次失败都是一次宝贵的经验，值得珍惜。,1
与家人共度美好时光，让生活充满温馨。,1
最近空气质量太差，出门都要戴着口罩。,0
　　133、永远要寻找比自己更用心的人，比自己更用心的环境。,1
社会上存在一些问题，但也有人在努力改变。,2
建筑工地扬尘污染，影响周边居民生活。,0
那个地方很热闹,2
　　172、人生苦短，用心生活。真爱不多，好好把握。生气无益，及早抛弃。恐惧很糟，勇敢应对。甜蜜记忆，好好珍惜。,1
宽容与理解是构建美好世界的基石。,1
保持微笑，让生活充满阳光。,1
今天的午餐很美味，大家都吃得津津有味。,1
　　70、我们没有办法一向看着别人，但我们却一向看着自己。看着自己慢慢长大，思想渐渐成熟，感情也越来越丰富。,1
在每个黎明之前，都有一个希望的曙光等待着我们。,1
　　67、每个人都有自己的底线，别拿别人的底线当作玩笑，你眼里轻描淡写的一句话，可能是别人心里过去的痛彻心扉。,1
　　46、如果有朋友向你借钱，不要着急告诉他你的经济有多困难，先表示关心他是不是出了什么事，哪怕是象征性的。,1
信念是我们前进的动力。,1
96. 我的加湿器不工作了，家里的空气干燥得让人难受。,0
　　239、没有任何事任何人需要你过了半夜点还苦想不睡任何东西都不能以健康做交换记住你只能活一辈子。,1
“绝绝子”的友情，陪伴我走过每一个难关。,1
不断学习，让我们的生活更加充实。,1
她已经下班了,2
　　122、我们什么都没有，唯一的本钱就是青春。梦想让我与众不一样，奋斗让我改变命运！,1
希望的种子在我们心中生根发芽，绽放出绚丽的花朵。,1
每一次努力都在成就着更好的自己。,1
这家商场的东西价格太贵，买不起啊！,0
那里是出口,2
感恩的心让我们更加懂得珍惜。,2
　　16、人这一生不必太较真，苦了自己怨了别人，爱情无需刻意去把握，越是想抓牢自己的爱情，反而容易失去自我。,1
　　212、态度决定一切，实力扞卫尊严！人要经得起诱惑耐得住寂寞！,1
　　225、我走得很慢！但我从不后退！,1
感恩生活中的点滴美好，你会发现生活更加美好。,1
旅行中的景点门票太贵，感到被坑了。,0
做一个有责任心的人，让社会更美好。,1
　　150、不去期望，失去了不会悲哀，得到了便是惊喜。,1
68. 用一颗善良的心去对待这个世界，让它变得更加美好。,1
不健康的生活习惯让人感到担忧。,0
